,tokenized_sentences,len,word_tokens,lower,no_punc,stopwords_removed,pos_tags
1914,"311-330) ‘Hear from me, all gods and goddesses, how
cloud-gathering Zeus begins to dishonour me wantonly, when he has made
me his true-hearted wife.",148,"['311-330', ')', '‘', 'Hear', 'from', 'me', ',', 'all', 'gods', 'and', 'goddesses', ',', 'how', 'cloud-gathering', 'Zeus', 'begins', 'to', 'dishonour', 'me', 'wantonly', ',', 'when', 'he', 'has', 'made', 'me', 'his', 'true-hearted', 'wife', '.']","['311-330', ')', '‘', 'hear', 'from', 'me', ',', 'all', 'gods', 'and', 'goddesses', ',', 'how', 'cloud-gathering', 'zeus', 'begins', 'to', 'dishonour', 'me', 'wantonly', ',', 'when', 'he', 'has', 'made', 'me', 'his', 'true-hearted', 'wife', '.']","['311-330', '‘', 'hear', 'from', 'me', 'all', 'gods', 'and', 'goddesses', 'how', 'cloud-gathering', 'zeus', 'begins', 'to', 'dishonour', 'me', 'wantonly', 'when', 'he', 'has', 'made', 'me', 'his', 'true-hearted', 'wife']","['311-330', '‘', 'hear', 'gods', 'goddesses', 'cloud-gathering', 'zeus', 'begins', 'dishonour', 'wantonly', 'made', 'true-hearted', 'wife']","[('311-330', 'JJ'), ('‘', 'NN'), ('hear', 'JJ'), ('gods', 'NNS'), ('goddesses', 'VBZ'), ('cloud-gathering', 'JJ'), ('zeus', 'NN'), ('begins', 'VBZ'), ('dishonour', 'PRP$'), ('wantonly', 'JJ'), ('made', 'VBN'), ('true-hearted', 'JJ'), ('wife', 'NN')]"
1915,"See now, apart from me he has given birth to
bright-eyed Athena who is foremost among all the blessed gods.",107,"['See', 'now', ',', 'apart', 'from', 'me', 'he', 'has', 'given', 'birth', 'to', 'bright-eyed', 'Athena', 'who', 'is', 'foremost', 'among', 'all', 'the', 'blessed', 'gods', '.']","['see', 'now', ',', 'apart', 'from', 'me', 'he', 'has', 'given', 'birth', 'to', 'bright-eyed', 'athena', 'who', 'is', 'foremost', 'among', 'all', 'the', 'blessed', 'gods', '.']","['see', 'now', 'apart', 'from', 'me', 'he', 'has', 'given', 'birth', 'to', 'bright-eyed', 'athena', 'who', 'is', 'foremost', 'among', 'all', 'the', 'blessed', 'gods']","['see', 'apart', 'given', 'birth', 'bright-eyed', 'athena', 'foremost', 'among', 'blessed', 'gods']","[('see', 'VB'), ('apart', 'RB'), ('given', 'VBN'), ('birth', 'JJ'), ('bright-eyed', 'JJ'), ('athena', 'NNS'), ('foremost', 'VBN'), ('among', 'IN'), ('blessed', 'JJ'), ('gods', 'NNS')]"
1916,"But my
son Hephaestus whom I bare was weakly among all the blessed gods and
shrivelled of foot, a shame and disgrace to me in heaven, whom I myself
took in my hands and cast out so that he fell in the great sea.",211,"['But', 'my', 'son', 'Hephaestus', 'whom', 'I', 'bare', 'was', 'weakly', 'among', 'all', 'the', 'blessed', 'gods', 'and', 'shrivelled', 'of', 'foot', ',', 'a', 'shame', 'and', 'disgrace', 'to', 'me', 'in', 'heaven', ',', 'whom', 'I', 'myself', 'took', 'in', 'my', 'hands', 'and', 'cast', 'out', 'so', 'that', 'he', 'fell', 'in', 'the', 'great', 'sea', '.']","['but', 'my', 'son', 'hephaestus', 'whom', 'i', 'bare', 'was', 'weakly', 'among', 'all', 'the', 'blessed', 'gods', 'and', 'shrivelled', 'of', 'foot', ',', 'a', 'shame', 'and', 'disgrace', 'to', 'me', 'in', 'heaven', ',', 'whom', 'i', 'myself', 'took', 'in', 'my', 'hands', 'and', 'cast', 'out', 'so', 'that', 'he', 'fell', 'in', 'the', 'great', 'sea', '.']","['but', 'my', 'son', 'hephaestus', 'whom', 'i', 'bare', 'was', 'weakly', 'among', 'all', 'the', 'blessed', 'gods', 'and', 'shrivelled', 'of', 'foot', 'a', 'shame', 'and', 'disgrace', 'to', 'me', 'in', 'heaven', 'whom', 'i', 'myself', 'took', 'in', 'my', 'hands', 'and', 'cast', 'out', 'so', 'that', 'he', 'fell', 'in', 'the', 'great', 'sea']","['son', 'hephaestus', 'bare', 'weakly', 'among', 'blessed', 'gods', 'shrivelled', 'foot', 'shame', 'disgrace', 'heaven', 'took', 'hands', 'cast', 'fell', 'great', 'sea']","[('son', 'NN'), ('hephaestus', 'NN'), ('bare', 'JJ'), ('weakly', 'NN'), ('among', 'IN'), ('blessed', 'JJ'), ('gods', 'NNS'), ('shrivelled', 'VBD'), ('foot', 'NN'), ('shame', 'NN'), ('disgrace', 'NN'), ('heaven', 'NN'), ('took', 'VBD'), ('hands', 'NNS'), ('cast', 'NN'), ('fell', 'VBD'), ('great', 'JJ'), ('sea', 'NN')]"
1917,"But
silver-shod Thetis the daughter of Nereus took and cared for him with
her sisters: would that she had done other service to the blessed gods!",145,"['But', 'silver-shod', 'Thetis', 'the', 'daughter', 'of', 'Nereus', 'took', 'and', 'cared', 'for', 'him', 'with', 'her', 'sisters', ':', 'would', 'that', 'she', 'had', 'done', 'other', 'service', 'to', 'the', 'blessed', 'gods', '!']","['but', 'silver-shod', 'thetis', 'the', 'daughter', 'of', 'nereus', 'took', 'and', 'cared', 'for', 'him', 'with', 'her', 'sisters', ':', 'would', 'that', 'she', 'had', 'done', 'other', 'service', 'to', 'the', 'blessed', 'gods', '!']","['but', 'silver-shod', 'thetis', 'the', 'daughter', 'of', 'nereus', 'took', 'and', 'cared', 'for', 'him', 'with', 'her', 'sisters', 'would', 'that', 'she', 'had', 'done', 'other', 'service', 'to', 'the', 'blessed', 'gods']","['silver-shod', 'thetis', 'daughter', 'nereus', 'took', 'cared', 'sisters', 'would', 'done', 'service', 'blessed', 'gods']","[('silver-shod', 'JJ'), ('thetis', 'NN'), ('daughter', 'NN'), ('nereus', 'NN'), ('took', 'VBD'), ('cared', 'JJ'), ('sisters', 'NNS'), ('would', 'MD'), ('done', 'VBN'), ('service', 'NN'), ('blessed', 'VBN'), ('gods', 'NNS')]"
1918,O wicked one and crafty!,24,"['O', 'wicked', 'one', 'and', 'crafty', '!']","['o', 'wicked', 'one', 'and', 'crafty', '!']","['o', 'wicked', 'one', 'and', 'crafty']","['wicked', 'one', 'crafty']","[('wicked', 'VBD'), ('one', 'CD'), ('crafty', 'NN')]"
1919,What else will you now devise?,30,"['What', 'else', 'will', 'you', 'now', 'devise', '?']","['what', 'else', 'will', 'you', 'now', 'devise', '?']","['what', 'else', 'will', 'you', 'now', 'devise']","['else', 'devise']","[('else', 'RB'), ('devise', 'NN')]"
1920,"How dared you
by yourself give birth to bright-eyed Athena?",59,"['How', 'dared', 'you', 'by', 'yourself', 'give', 'birth', 'to', 'bright-eyed', 'Athena', '?']","['how', 'dared', 'you', 'by', 'yourself', 'give', 'birth', 'to', 'bright-eyed', 'athena', '?']","['how', 'dared', 'you', 'by', 'yourself', 'give', 'birth', 'to', 'bright-eyed', 'athena']","['dared', 'give', 'birth', 'bright-eyed', 'athena']","[('dared', 'VBN'), ('give', 'JJ'), ('birth', 'NN'), ('bright-eyed', 'JJ'), ('athena', 'NN')]"
1921,"Would not I have borne
you a child—I, who was at least called your wife among the undying gods
who hold wide heaven.",116,"['Would', 'not', 'I', 'have', 'borne', 'you', 'a', 'child—I', ',', 'who', 'was', 'at', 'least', 'called', 'your', 'wife', 'among', 'the', 'undying', 'gods', 'who', 'hold', 'wide', 'heaven', '.']","['would', 'not', 'i', 'have', 'borne', 'you', 'a', 'child—i', ',', 'who', 'was', 'at', 'least', 'called', 'your', 'wife', 'among', 'the', 'undying', 'gods', 'who', 'hold', 'wide', 'heaven', '.']","['would', 'not', 'i', 'have', 'borne', 'you', 'a', 'child—i', 'who', 'was', 'at', 'least', 'called', 'your', 'wife', 'among', 'the', 'undying', 'gods', 'who', 'hold', 'wide', 'heaven']","['would', 'borne', 'child—i', 'least', 'called', 'wife', 'among', 'undying', 'gods', 'hold', 'wide', 'heaven']","[('would', 'MD'), ('borne', 'VB'), ('child—i', 'NN'), ('least', 'JJS'), ('called', 'JJ'), ('wife', 'NN'), ('among', 'IN'), ('undying', 'JJ'), ('gods', 'NNS'), ('hold', 'VBP'), ('wide', 'JJ'), ('heaven', 'NN')]"
1922,"Beware now lest I devise some evil thing for you
hereafter: yes, now I will contrive that a son be born me to be
foremost among the undying gods—and that without casting shame on the
holy bond of wedlock between you and me.",223,"['Beware', 'now', 'lest', 'I', 'devise', 'some', 'evil', 'thing', 'for', 'you', 'hereafter', ':', 'yes', ',', 'now', 'I', 'will', 'contrive', 'that', 'a', 'son', 'be', 'born', 'me', 'to', 'be', 'foremost', 'among', 'the', 'undying', 'gods—and', 'that', 'without', 'casting', 'shame', 'on', 'the', 'holy', 'bond', 'of', 'wedlock', 'between', 'you', 'and', 'me', '.']","['beware', 'now', 'lest', 'i', 'devise', 'some', 'evil', 'thing', 'for', 'you', 'hereafter', ':', 'yes', ',', 'now', 'i', 'will', 'contrive', 'that', 'a', 'son', 'be', 'born', 'me', 'to', 'be', 'foremost', 'among', 'the', 'undying', 'gods—and', 'that', 'without', 'casting', 'shame', 'on', 'the', 'holy', 'bond', 'of', 'wedlock', 'between', 'you', 'and', 'me', '.']","['beware', 'now', 'lest', 'i', 'devise', 'some', 'evil', 'thing', 'for', 'you', 'hereafter', 'yes', 'now', 'i', 'will', 'contrive', 'that', 'a', 'son', 'be', 'born', 'me', 'to', 'be', 'foremost', 'among', 'the', 'undying', 'gods—and', 'that', 'without', 'casting', 'shame', 'on', 'the', 'holy', 'bond', 'of', 'wedlock', 'between', 'you', 'and', 'me']","['beware', 'lest', 'devise', 'evil', 'thing', 'hereafter', 'yes', 'contrive', 'son', 'born', 'foremost', 'among', 'undying', 'gods—and', 'without', 'casting', 'shame', 'holy', 'bond', 'wedlock']","[('beware', 'NN'), ('lest', 'JJS'), ('devise', 'NN'), ('evil', 'JJ'), ('thing', 'NN'), ('hereafter', 'NN'), ('yes', 'RB'), ('contrive', 'JJ'), ('son', 'NN'), ('born', 'VBN'), ('foremost', 'RB'), ('among', 'IN'), ('undying', 'JJ'), ('gods—and', 'NN'), ('without', 'IN'), ('casting', 'VBG'), ('shame', 'NN'), ('holy', 'JJ'), ('bond', 'NN'), ('wedlock', 'NN')]"
1923,"And I will not come to your
bed, but will consort with the blessed gods far off from you.’

(ll.",96,"['And', 'I', 'will', 'not', 'come', 'to', 'your', 'bed', ',', 'but', 'will', 'consort', 'with', 'the', 'blessed', 'gods', 'far', 'off', 'from', 'you.', '’', '(', 'll', '.']","['and', 'i', 'will', 'not', 'come', 'to', 'your', 'bed', ',', 'but', 'will', 'consort', 'with', 'the', 'blessed', 'gods', 'far', 'off', 'from', 'you.', '’', '(', 'll', '.']","['and', 'i', 'will', 'not', 'come', 'to', 'your', 'bed', 'but', 'will', 'consort', 'with', 'the', 'blessed', 'gods', 'far', 'off', 'from', 'you.', '’', 'll']","['come', 'bed', 'consort', 'blessed', 'gods', 'far', 'you.', '’']","[('come', 'VB'), ('bed', 'NN'), ('consort', 'NN'), ('blessed', 'VBD'), ('gods', 'NNS'), ('far', 'RB'), ('you.', 'VBP'), ('’', 'NNS')]"
1924,"331-333) When she had so spoken, she went apart from the gods,
being very angry.",80,"['331-333', ')', 'When', 'she', 'had', 'so', 'spoken', ',', 'she', 'went', 'apart', 'from', 'the', 'gods', ',', 'being', 'very', 'angry', '.']","['331-333', ')', 'when', 'she', 'had', 'so', 'spoken', ',', 'she', 'went', 'apart', 'from', 'the', 'gods', ',', 'being', 'very', 'angry', '.']","['331-333', 'when', 'she', 'had', 'so', 'spoken', 'she', 'went', 'apart', 'from', 'the', 'gods', 'being', 'very', 'angry']","['331-333', 'spoken', 'went', 'apart', 'gods', 'angry']","[('331-333', 'JJ'), ('spoken', 'JJ'), ('went', 'VBD'), ('apart', 'RB'), ('gods', 'NNS'), ('angry', 'JJ')]"
1925,"Then straightway large-eyed queenly Hera prayed,
striking the ground flatwise with her hand, and speaking thus:

(ll.",117,"['Then', 'straightway', 'large-eyed', 'queenly', 'Hera', 'prayed', ',', 'striking', 'the', 'ground', 'flatwise', 'with', 'her', 'hand', ',', 'and', 'speaking', 'thus', ':', '(', 'll', '.']","['then', 'straightway', 'large-eyed', 'queenly', 'hera', 'prayed', ',', 'striking', 'the', 'ground', 'flatwise', 'with', 'her', 'hand', ',', 'and', 'speaking', 'thus', ':', '(', 'll', '.']","['then', 'straightway', 'large-eyed', 'queenly', 'hera', 'prayed', 'striking', 'the', 'ground', 'flatwise', 'with', 'her', 'hand', 'and', 'speaking', 'thus', 'll']","['straightway', 'large-eyed', 'queenly', 'hera', 'prayed', 'striking', 'ground', 'flatwise', 'hand', 'speaking', 'thus']","[('straightway', 'RB'), ('large-eyed', 'JJ'), ('queenly', 'RB'), ('hera', 'NN'), ('prayed', 'VBD'), ('striking', 'VBG'), ('ground', 'NN'), ('flatwise', 'NN'), ('hand', 'NN'), ('speaking', 'VBG'), ('thus', 'RB')]"
1926,"334-362) ‘Hear now, I pray, Earth and wide Heaven above, and you
Titan gods who dwell beneath the earth about great Tartarus, and from
whom are sprung both gods and men!",169,"['334-362', ')', '‘', 'Hear', 'now', ',', 'I', 'pray', ',', 'Earth', 'and', 'wide', 'Heaven', 'above', ',', 'and', 'you', 'Titan', 'gods', 'who', 'dwell', 'beneath', 'the', 'earth', 'about', 'great', 'Tartarus', ',', 'and', 'from', 'whom', 'are', 'sprung', 'both', 'gods', 'and', 'men', '!']","['334-362', ')', '‘', 'hear', 'now', ',', 'i', 'pray', ',', 'earth', 'and', 'wide', 'heaven', 'above', ',', 'and', 'you', 'titan', 'gods', 'who', 'dwell', 'beneath', 'the', 'earth', 'about', 'great', 'tartarus', ',', 'and', 'from', 'whom', 'are', 'sprung', 'both', 'gods', 'and', 'men', '!']","['334-362', '‘', 'hear', 'now', 'i', 'pray', 'earth', 'and', 'wide', 'heaven', 'above', 'and', 'you', 'titan', 'gods', 'who', 'dwell', 'beneath', 'the', 'earth', 'about', 'great', 'tartarus', 'and', 'from', 'whom', 'are', 'sprung', 'both', 'gods', 'and', 'men']","['334-362', '‘', 'hear', 'pray', 'earth', 'wide', 'heaven', 'titan', 'gods', 'dwell', 'beneath', 'earth', 'great', 'tartarus', 'sprung', 'gods', 'men']","[('334-362', 'JJ'), ('‘', 'NN'), ('hear', 'JJ'), ('pray', 'JJ'), ('earth', 'NN'), ('wide', 'JJ'), ('heaven', 'RB'), ('titan', 'JJ'), ('gods', 'NNS'), ('dwell', 'VBP'), ('beneath', 'IN'), ('earth', 'NN'), ('great', 'JJ'), ('tartarus', 'NN'), ('sprung', 'NN'), ('gods', 'NNS'), ('men', 'NNS')]"
1927,"Harken you now to me, one and all,
and grant that I may bear a child apart from Zeus, no wit lesser than
him in strength—nay, let him be as much stronger than Zeus as
all-seeing Zeus than Cronos.’ Thus she cried and lashed the earth with
her strong hand.",254,"['Harken', 'you', 'now', 'to', 'me', ',', 'one', 'and', 'all', ',', 'and', 'grant', 'that', 'I', 'may', 'bear', 'a', 'child', 'apart', 'from', 'Zeus', ',', 'no', 'wit', 'lesser', 'than', 'him', 'in', 'strength—nay', ',', 'let', 'him', 'be', 'as', 'much', 'stronger', 'than', 'Zeus', 'as', 'all-seeing', 'Zeus', 'than', 'Cronos.', '’', 'Thus', 'she', 'cried', 'and', 'lashed', 'the', 'earth', 'with', 'her', 'strong', 'hand', '.']","['harken', 'you', 'now', 'to', 'me', ',', 'one', 'and', 'all', ',', 'and', 'grant', 'that', 'i', 'may', 'bear', 'a', 'child', 'apart', 'from', 'zeus', ',', 'no', 'wit', 'lesser', 'than', 'him', 'in', 'strength—nay', ',', 'let', 'him', 'be', 'as', 'much', 'stronger', 'than', 'zeus', 'as', 'all-seeing', 'zeus', 'than', 'cronos.', '’', 'thus', 'she', 'cried', 'and', 'lashed', 'the', 'earth', 'with', 'her', 'strong', 'hand', '.']","['harken', 'you', 'now', 'to', 'me', 'one', 'and', 'all', 'and', 'grant', 'that', 'i', 'may', 'bear', 'a', 'child', 'apart', 'from', 'zeus', 'no', 'wit', 'lesser', 'than', 'him', 'in', 'strength—nay', 'let', 'him', 'be', 'as', 'much', 'stronger', 'than', 'zeus', 'as', 'all-seeing', 'zeus', 'than', 'cronos.', '’', 'thus', 'she', 'cried', 'and', 'lashed', 'the', 'earth', 'with', 'her', 'strong', 'hand']","['harken', 'one', 'grant', 'may', 'bear', 'child', 'apart', 'zeus', 'wit', 'lesser', 'strength—nay', 'let', 'much', 'stronger', 'zeus', 'all-seeing', 'zeus', 'cronos.', '’', 'thus', 'cried', 'lashed', 'earth', 'strong', 'hand']","[('harken', 'VB'), ('one', 'CD'), ('grant', 'NN'), ('may', 'MD'), ('bear', 'VB'), ('child', 'JJ'), ('apart', 'RB'), ('zeus', 'VBP'), ('wit', 'NNS'), ('lesser', 'JJR'), ('strength—nay', 'JJ'), ('let', 'NN'), ('much', 'RB'), ('stronger', 'JJR'), ('zeus', 'JJ'), ('all-seeing', 'JJ'), ('zeus', 'NN'), ('cronos.', 'NN'), ('’', 'NNP'), ('thus', 'RB'), ('cried', 'VBD'), ('lashed', 'JJ'), ('earth', 'NN'), ('strong', 'JJ'), ('hand', 'NN')]"
1928,"Then the life-giving earth was moved: and when Hera
saw it she was glad in heart, for she thought her prayer would be
fulfilled.",128,"['Then', 'the', 'life-giving', 'earth', 'was', 'moved', ':', 'and', 'when', 'Hera', 'saw', 'it', 'she', 'was', 'glad', 'in', 'heart', ',', 'for', 'she', 'thought', 'her', 'prayer', 'would', 'be', 'fulfilled', '.']","['then', 'the', 'life-giving', 'earth', 'was', 'moved', ':', 'and', 'when', 'hera', 'saw', 'it', 'she', 'was', 'glad', 'in', 'heart', ',', 'for', 'she', 'thought', 'her', 'prayer', 'would', 'be', 'fulfilled', '.']","['then', 'the', 'life-giving', 'earth', 'was', 'moved', 'and', 'when', 'hera', 'saw', 'it', 'she', 'was', 'glad', 'in', 'heart', 'for', 'she', 'thought', 'her', 'prayer', 'would', 'be', 'fulfilled']","['life-giving', 'earth', 'moved', 'hera', 'saw', 'glad', 'heart', 'thought', 'prayer', 'would', 'fulfilled']","[('life-giving', 'JJ'), ('earth', 'NN'), ('moved', 'VBD'), ('hera', 'NN'), ('saw', 'NN'), ('glad', 'JJ'), ('heart', 'NN'), ('thought', 'VBD'), ('prayer', 'NN'), ('would', 'MD'), ('fulfilled', 'VB')]"
1929,"And thereafter she never came to the bed of wise Zeus for a
full year, not to sit in her carved chair as aforetime to plan wise
counsel for him, but stayed in her temples where many pray, and
delighted in her offerings, large-eyed queenly Hera.",244,"['And', 'thereafter', 'she', 'never', 'came', 'to', 'the', 'bed', 'of', 'wise', 'Zeus', 'for', 'a', 'full', 'year', ',', 'not', 'to', 'sit', 'in', 'her', 'carved', 'chair', 'as', 'aforetime', 'to', 'plan', 'wise', 'counsel', 'for', 'him', ',', 'but', 'stayed', 'in', 'her', 'temples', 'where', 'many', 'pray', ',', 'and', 'delighted', 'in', 'her', 'offerings', ',', 'large-eyed', 'queenly', 'Hera', '.']","['and', 'thereafter', 'she', 'never', 'came', 'to', 'the', 'bed', 'of', 'wise', 'zeus', 'for', 'a', 'full', 'year', ',', 'not', 'to', 'sit', 'in', 'her', 'carved', 'chair', 'as', 'aforetime', 'to', 'plan', 'wise', 'counsel', 'for', 'him', ',', 'but', 'stayed', 'in', 'her', 'temples', 'where', 'many', 'pray', ',', 'and', 'delighted', 'in', 'her', 'offerings', ',', 'large-eyed', 'queenly', 'hera', '.']","['and', 'thereafter', 'she', 'never', 'came', 'to', 'the', 'bed', 'of', 'wise', 'zeus', 'for', 'a', 'full', 'year', 'not', 'to', 'sit', 'in', 'her', 'carved', 'chair', 'as', 'aforetime', 'to', 'plan', 'wise', 'counsel', 'for', 'him', 'but', 'stayed', 'in', 'her', 'temples', 'where', 'many', 'pray', 'and', 'delighted', 'in', 'her', 'offerings', 'large-eyed', 'queenly', 'hera']","['thereafter', 'never', 'came', 'bed', 'wise', 'zeus', 'full', 'year', 'sit', 'carved', 'chair', 'aforetime', 'plan', 'wise', 'counsel', 'stayed', 'temples', 'many', 'pray', 'delighted', 'offerings', 'large-eyed', 'queenly', 'hera']","[('thereafter', 'RB'), ('never', 'RB'), ('came', 'VBD'), ('bed', 'JJ'), ('wise', 'NN'), ('zeus', 'NN'), ('full', 'JJ'), ('year', 'NN'), ('sit', 'NN'), ('carved', 'VBD'), ('chair', 'NN'), ('aforetime', 'NN'), ('plan', 'NN'), ('wise', 'VBP'), ('counsel', 'NN'), ('stayed', 'VBD'), ('temples', 'NNS'), ('many', 'JJ'), ('pray', 'RB'), ('delighted', 'JJ'), ('offerings', 'NNS'), ('large-eyed', 'JJ'), ('queenly', 'RB'), ('hera', 'NN')]"
1930,"But when the
months and days were fulfilled and the seasons duly came on as the
earth moved round, she bare one neither like the gods nor mortal men,
fell, cruel Typhaon, to be a plague to men.",193,"['But', 'when', 'the', 'months', 'and', 'days', 'were', 'fulfilled', 'and', 'the', 'seasons', 'duly', 'came', 'on', 'as', 'the', 'earth', 'moved', 'round', ',', 'she', 'bare', 'one', 'neither', 'like', 'the', 'gods', 'nor', 'mortal', 'men', ',', 'fell', ',', 'cruel', 'Typhaon', ',', 'to', 'be', 'a', 'plague', 'to', 'men', '.']","['but', 'when', 'the', 'months', 'and', 'days', 'were', 'fulfilled', 'and', 'the', 'seasons', 'duly', 'came', 'on', 'as', 'the', 'earth', 'moved', 'round', ',', 'she', 'bare', 'one', 'neither', 'like', 'the', 'gods', 'nor', 'mortal', 'men', ',', 'fell', ',', 'cruel', 'typhaon', ',', 'to', 'be', 'a', 'plague', 'to', 'men', '.']","['but', 'when', 'the', 'months', 'and', 'days', 'were', 'fulfilled', 'and', 'the', 'seasons', 'duly', 'came', 'on', 'as', 'the', 'earth', 'moved', 'round', 'she', 'bare', 'one', 'neither', 'like', 'the', 'gods', 'nor', 'mortal', 'men', 'fell', 'cruel', 'typhaon', 'to', 'be', 'a', 'plague', 'to', 'men']","['months', 'days', 'fulfilled', 'seasons', 'duly', 'came', 'earth', 'moved', 'round', 'bare', 'one', 'neither', 'like', 'gods', 'mortal', 'men', 'fell', 'cruel', 'typhaon', 'plague', 'men']","[('months', 'NNS'), ('days', 'NNS'), ('fulfilled', 'VBD'), ('seasons', 'NNS'), ('duly', 'RB'), ('came', 'VBD'), ('earth', 'RB'), ('moved', 'VBN'), ('round', 'NN'), ('bare', 'NN'), ('one', 'CD'), ('neither', 'CC'), ('like', 'IN'), ('gods', 'NNS'), ('mortal', 'JJ'), ('men', 'NNS'), ('fell', 'VBD'), ('cruel', 'JJ'), ('typhaon', 'NN'), ('plague', 'NN'), ('men', 'NNS')]"
